Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q40A,Q41A,Q42A,country,gender,age,agegroup,continent,region,anxiety_score,anxiety_status
2,2,1,1,1,3,1,2,3,1,4,2,2,1,1,1,2,2,2,2,1,1,1,1,1,3,2,1,2,2,1,2,1,2,2,3,2,2,2,4,1,1,MY,2,18,1,AS,east,11,0
1,1,1,2,1,1,1,1,2,1,2,1,1,1,3,2,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,MY,2,21,1,AS,east,6,0
1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,MY,2,25,1,AS,east,0,0
2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,MY,1,33,2,AS,east,3,0
2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1,2,1,1,MY,2,19,1,AS,east,9,0
4,4,1,4,3,4,4,2,4,1,4,4,4,4,4,1,3,4,4,4,1,4,2,1,4,2,4,4,3,2,2,4,4,4,4,4,1,1,4,4,4,2,MY,2,20,1,AS,east,38,1
1,2,1,1,2,2,1,1,2,1,1,1,2,3,1,1,2,4,1,1,2,1,1,1,1,1,3,1,1,2,3,1,1,2,1,2,4,2,2,3,1,2,MY,2,21,1,AS,east,6,0
1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,2,22,1,AS,east,1,0
1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,MY,2,20,1,AS,east,3,0
3,2,2,3,2,3,4,3,3,1,3,2,3,2,3,2,3,2,2,3,1,2,2,2,3,2,2,4,3,2,2,3,2,2,2,2,2,2,1,3,2,2,MY,2,19,1,AS,east,24,1
2,1,2,1,4,3,4,2,2,4,4,4,4,1,1,4,3,4,2,4,4,2,2,3,3,4,1,3,3,1,2,1,4,3,1,3,3,3,2,2,3,3,MY,1,18,1,AS,east,18,1
4,4,2,2,2,4,1,1,2,2,4,1,4,2,2,2,4,2,2,1,2,2,2,2,2,2,2,1,1,4,2,2,2,3,2,4,4,4,2,4,2,2,MY,2,18,1,AS,east,19,1
3,2,1,3,2,2,1,1,3,3,2,2,2,2,1,1,1,2,1,2,1,2,1,2,2,1,1,2,3,2,2,2,1,2,1,2,1,1,2,3,1,1,MY,2,22,1,AS,east,12,0
2,2,1,1,1,1,1,2,4,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,3,2,2,2,2,2,2,2,1,2,2,1,4,MY,2,18,1,AS,east,10,0
4,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,4,2,4,4,4,4,4,4,4,4,2,3,4,4,3,4,1,4,2,4,4,4,MY,2,18,1,AS,east,35,1
3,4,4,3,3,1,2,2,2,3,2,3,4,4,3,4,4,3,3,4,4,2,2,2,3,4,3,2,4,4,4,4,3,4,4,3,3,4,3,1,2,3,MY,1,21,1,AS,east,24,1
2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,MY,2,23,1,AS,east,6,0
4,3,3,1,2,4,2,2,4,2,4,2,4,3,1,1,1,4,2,4,2,2,1,1,3,3,3,2,4,4,1,3,4,3,2,3,2,2,1,4,3,2,MY,2,18,1,AS,east,23,1
4,4,2,3,4,4,2,4,4,4,4,4,4,4,2,4,4,1,3,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,MY,2,21,1,AS,east,33,1
2,1,2,2,1,1,1,2,3,1,1,2,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,2,MY,2,22,1,AS,east,9,0
2,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,4,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,MY,2,20,1,AS,east,1,0
4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,EG,2,18,1,AF,other,37,1
2,1,1,1,3,1,1,1,2,3,3,1,1,2,1,3,1,2,3,3,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,4,2,2,3,1,4,MY,1,19,1,AS,east,9,0
2,2,2,3,2,2,3,3,4,3,3,4,2,3,3,2,3,4,4,3,2,2,3,1,4,2,3,2,4,4,2,1,3,2,2,4,4,2,3,3,3,4,ID,2,22,1,AS,east,31,1
3,3,2,4,3,3,2,2,2,2,3,2,3,3,3,4,2,3,2,3,3,2,2,2,3,3,2,3,3,2,2,3,2,2,3,3,1,2,1,2,1,4,MY,2,24,1,AS,east,21,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,MY,2,19,1,AS,east,36,1
4,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,1,3,2,3,4,2,1,2,1,4,2,1,4,2,2,3,2,2,2,4,2,4,1,3,1,2,MY,2,19,1,AS,east,15,1
2,2,2,3,2,2,1,2,3,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,1,3,MY,2,21,1,AS,east,12,0
2,4,1,1,2,3,1,2,2,1,2,1,3,1,1,1,2,3,1,1,2,2,2,1,3,1,3,1,2,2,1,2,2,2,2,3,1,1,1,2,1,3,MY,2,18,1,AS,east,11,0
2,1,1,1,2,1,1,1,4,1,2,1,2,4,1,4,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,3,2,1,1,1,2,MY,2,20,1,AS,east,3,0
4,1,2,1,2,4,1,2,3,2,4,4,2,2,1,2,1,2,1,1,1,2,1,2,1,2,4,2,2,3,2,1,2,1,1,2,2,1,2,3,1,2,MY,2,23,1,AS,east,8,0
2,2,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,2,2,3,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,MY,2,19,1,AS,east,4,0
2,4,1,1,1,2,1,1,1,2,2,1,2,4,1,1,1,2,1,1,1,2,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,2,3,1,2,MY,1,23,1,AS,east,6,0
4,4,3,4,4,3,3,3,4,3,4,4,3,4,3,4,3,2,4,4,4,3,4,4,4,4,3,3,4,4,3,4,4,4,4,3,3,4,4,4,3,4,MY,2,22,1,AS,east,37,1
1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MY,2,19,1,AS,east,0,0
3,1,2,2,1,2,1,1,2,1,4,3,2,2,1,2,2,4,2,4,1,1,1,1,3,1,1,3,2,4,2,1,3,2,3,1,1,2,1,2,1,2,MY,2,18,1,AS,east,14,0
2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,MY,2,18,1,AS,east,4,0
2,2,2,1,2,3,1,2,2,2,2,3,3,1,3,3,3,1,2,2,1,3,1,2,2,2,2,1,2,2,2,2,2,3,2,3,1,2,1,2,1,1,MY,2,22,1,AS,east,11,0
3,4,2,1,4,2,2,2,1,4,3,2,3,4,1,3,4,3,2,2,3,3,1,2,1,2,4,2,2,3,3,2,1,4,3,1,4,3,2,1,1,4,MY,2,20,1,AS,east,9,0
2,2,1,2,2,3,2,2,4,2,2,2,2,3,1,2,3,3,2,2,2,2,1,1,2,2,2,3,3,3,2,2,1,3,2,2,1,2,2,3,2,2,MY,2,20,1,AS,east,17,1
1,4,1,1,2,4,3,3,2,1,4,2,2,3,2,1,2,3,1,3,2,1,2,2,2,2,2,3,3,3,2,3,2,2,1,3,4,2,3,3,1,3,MY,2,22,1,AS,east,19,1
3,3,1,2,2,2,2,2,4,1,2,3,2,2,1,3,2,2,1,1,1,3,1,2,3,2,2,2,2,1,4,2,2,1,3,2,2,1,2,2,1,3,MY,2,28,2,AS,east,12,0
1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,MY,1,18,1,AS,east,2,0
1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,3,2,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,MY,1,19,1,AS,east,5,0
1,3,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,4,MY,2,19,1,AS,east,10,0
3,1,2,1,2,4,1,2,3,2,3,2,3,3,1,2,4,4,1,3,3,3,2,2,3,3,3,2,3,3,1,3,2,3,1,2,2,3,1,3,1,2,MY,2,24,1,AS,east,13,0
2,2,2,1,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,MY,2,21,1,AS,east,13,0
2,3,1,1,2,3,1,2,3,1,1,2,1,3,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,3,2,3,1,1,2,3,1,2,MY,2,22,1,AS,east,10,0
2,1,1,1,1,3,1,2,4,2,1,2,2,3,1,3,2,3,1,3,1,2,2,2,2,2,2,2,2,3,2,3,2,2,1,3,2,2,2,2,2,2,MY,2,20,1,AS,east,14,0
1,1,2,1,4,3,1,4,3,1,4,3,4,4,1,2,2,4,1,2,2,4,1,2,1,4,3,1,4,1,2,3,2,4,2,1,1,1,2,1,1,4,MY,2,20,1,AS,east,3,0
4,4,3,3,4,4,3,2,4,4,4,4,4,4,3,4,4,3,2,3,3,3,4,3,4,4,3,3,4,4,4,4,2,4,3,4,4,4,4,3,1,4,MY,2,24,1,AS,east,31,1
4,3,4,1,2,4,1,2,3,3,4,2,3,2,1,3,3,3,1,2,4,2,1,3,1,4,4,1,3,4,3,3,2,3,3,3,2,4,2,4,1,3,MY,2,21,1,AS,east,13,0
2,4,2,4,1,4,4,2,3,1,4,2,2,4,4,1,2,2,2,1,1,2,1,1,4,4,2,2,4,2,2,4,2,2,3,1,1,1,1,3,2,3,MY,1,19,1,AS,east,23,1
4,1,2,1,4,4,4,4,4,1,4,4,4,4,2,4,4,4,4,4,1,4,2,2,1,4,1,4,4,2,4,4,4,1,4,4,2,1,2,4,2,4,MY,2,22,1,AS,east,25,1
2,1,2,1,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,3,2,2,1,2,2,1,2,1,2,2,1,2,MY,1,19,1,AS,east,5,0
2,2,2,2,2,2,1,2,4,2,3,2,1,3,3,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,MY,2,20,1,AS,east,11,0
3,4,2,2,2,2,2,3,3,1,2,2,2,3,1,2,2,2,2,2,1,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,1,2,3,1,2,MY,2,23,1,AS,east,15,1
1,2,1,1,1,2,1,1,2,1,2,1,1,3,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,3,1,1,1,2,1,1,1,MY,2,20,1,AS,east,2,0
4,1,4,1,4,3,1,1,3,3,4,1,4,3,1,4,4,4,1,4,3,3,1,4,2,1,3,1,3,2,4,2,1,4,3,1,4,4,1,1,2,4,MY,2,20,1,AS,east,8,0
1,1,2,1,1,2,1,2,1,2,1,1,4,1,1,2,2,3,1,1,2,1,1,2,1,1,2,2,2,1,1,4,1,1,2,1,2,2,1,3,1,1,PK,2,18,1,AS,east,3,0
1,2,1,4,2,3,2,1,3,3,4,2,4,4,2,4,3,4,4,1,4,2,2,2,3,2,4,3,3,4,4,3,3,4,2,4,3,2,2,4,3,2,MY,2,20,1,AS,east,27,1
3,2,2,3,2,4,2,3,1,2,2,3,2,4,2,1,3,2,4,1,1,2,1,1,1,2,2,1,4,1,2,2,1,4,2,2,2,1,2,4,2,2,MY,2,18,1,AS,east,13,0
2,1,1,1,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,3,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,MY,2,20,1,AS,east,8,0
1,4,1,2,1,2,1,1,2,3,3,3,1,2,1,2,3,2,2,2,4,2,3,3,2,1,1,3,1,1,1,3,2,4,3,3,1,1,1,1,3,2,MY,2,20,1,AS,east,16,1
3,4,1,4,2,2,3,3,4,3,4,3,3,4,2,4,2,3,1,4,3,2,3,3,4,2,4,4,4,3,2,4,2,2,4,3,1,2,3,4,3,3,MY,1,20,1,AS,east,32,1
2,2,1,1,1,1,1,1,2,1,2,1,2,3,1,2,2,2,2,1,1,2,1,1,1,1,4,1,4,4,2,1,1,2,4,2,3,1,1,1,1,1,MY,2,21,1,AS,east,7,0
2,3,2,2,2,2,3,3,2,2,2,2,3,3,3,4,2,3,2,3,2,3,2,3,2,2,2,3,3,2,4,3,2,4,2,3,3,2,3,4,2,2,ID,2,19,1,AS,east,22,1
4,2,2,2,4,4,3,4,4,3,4,2,4,4,2,2,4,4,4,2,3,3,3,2,4,3,4,4,3,4,3,3,4,4,4,4,3,3,4,2,2,3,MY,2,21,1,AS,east,28,1
2,4,3,4,4,4,2,4,4,4,4,3,4,4,4,2,3,4,1,4,2,2,4,2,2,2,2,4,4,2,2,4,4,4,4,4,2,2,4,4,4,2,MY,1,20,1,AS,east,33,1
4,1,3,2,2,1,1,2,4,3,3,2,4,2,2,2,3,1,1,3,2,1,1,4,2,2,2,1,3,2,2,2,1,3,3,3,4,3,2,2,1,3,MY,2,19,1,AS,east,12,0
4,4,3,2,4,4,1,2,4,4,3,4,4,4,3,4,4,3,1,2,3,3,1,4,3,4,3,3,4,2,4,2,2,4,3,4,2,4,3,3,1,4,MY,2,28,2,AS,east,20,1
3,3,4,2,3,3,2,3,3,2,4,4,4,3,3,4,3,4,2,2,2,3,1,3,3,4,4,2,4,3,3,2,2,3,4,2,1,1,4,2,2,3,MY,2,28,2,AS,east,18,1
3,2,4,3,2,3,2,3,4,3,4,4,3,2,2,3,3,4,3,4,3,4,1,3,3,3,3,3,4,3,3,3,4,3,3,4,3,3,4,4,3,3,US,2,36,2,NA,west,27,1
2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,MY,2,21,1,AS,east,1,0
4,4,4,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,3,3,4,4,2,4,4,4,4,3,4,4,2,4,4,4,2,4,1,4,MY,2,18,1,AS,east,33,1
4,3,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,3,2,3,4,4,2,3,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,2,4,3,MY,2,25,1,AS,east,30,1
3,2,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,3,2,2,1,1,1,1,2,3,2,2,2,2,1,2,1,1,1,1,2,1,2,2,1,1,MY,2,19,1,AS,east,7,0
3,4,2,3,2,4,2,2,3,3,4,1,2,4,2,2,3,4,1,2,3,2,2,3,3,3,4,3,4,2,4,4,2,4,4,2,3,1,2,4,4,3,MY,2,19,1,AS,east,23,1
3,2,2,2,2,3,2,3,2,2,3,3,3,4,2,2,4,2,2,3,2,2,1,2,2,4,3,2,3,2,2,2,3,2,2,3,2,3,2,2,2,2,MY,2,20,1,AS,east,15,1
3,1,1,2,2,4,3,2,4,2,3,3,3,1,3,3,1,3,1,3,1,2,1,1,4,4,2,3,3,2,1,2,2,3,1,4,2,1,2,3,4,2,ID,2,20,1,AS,east,24,1
4,2,3,4,3,3,3,4,4,4,4,3,4,4,4,4,4,3,2,4,4,4,3,3,4,4,4,4,4,4,3,4,3,4,2,4,4,4,3,3,4,3,MY,2,18,1,AS,east,35,1
1,1,1,1,1,3,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,MY,2,20,1,AS,east,5,0
4,4,2,4,4,4,3,2,4,2,3,2,4,4,2,4,4,4,2,4,4,2,3,4,4,2,3,2,4,4,3,4,2,4,4,3,2,2,3,4,4,2,MY,2,21,1,AS,east,33,1
1,2,1,1,3,1,1,3,2,1,2,1,1,3,1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,MY,1,20,1,AS,east,3,0
3,3,2,2,1,3,1,3,3,2,3,3,4,1,3,3,4,3,1,2,2,1,3,3,3,4,2,3,4,4,1,2,2,4,2,2,4,1,1,3,2,3,MY,2,20,1,AS,east,21,1
3,2,1,2,2,2,3,2,2,2,3,2,2,4,3,2,3,3,3,3,2,1,1,2,2,2,3,2,4,3,2,2,2,3,3,3,2,3,2,3,2,2,MY,2,19,1,AS,east,20,1
3,4,2,3,4,4,3,4,4,3,3,3,3,4,4,2,4,3,4,2,4,4,3,3,4,4,3,3,4,4,3,3,2,4,4,2,2,3,3,4,2,4,MY,1,20,1,AS,east,32,1
2,2,1,1,2,1,1,1,3,1,4,2,2,4,1,2,2,1,1,3,2,2,1,2,1,3,2,2,2,2,2,2,2,4,4,3,1,2,1,2,2,1,MY,2,19,1,AS,east,11,0
3,1,2,1,2,2,3,2,4,3,3,2,2,4,2,4,2,2,2,3,1,2,2,3,2,3,3,2,3,3,2,3,3,1,3,4,3,2,2,2,3,3,MY,2,19,1,AS,east,20,1
3,1,1,1,3,2,1,2,2,2,3,1,3,1,1,4,2,1,1,2,1,2,1,4,2,3,2,1,2,2,2,2,1,3,2,2,2,1,1,2,1,3,MY,2,20,1,AS,east,6,0
1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,MY,2,19,1,AS,east,5,0
4,2,3,4,4,2,2,4,4,4,4,3,4,4,2,3,4,3,1,4,4,4,1,3,4,4,3,3,4,4,3,4,3,4,4,4,4,4,3,4,3,3,MY,2,18,1,AS,east,28,1
2,3,1,1,3,3,1,3,4,1,3,1,2,2,1,2,3,3,2,3,2,2,2,1,2,2,2,1,2,4,2,3,2,2,2,1,2,2,2,3,2,4,MY,2,19,1,AS,east,16,1
3,4,2,2,2,3,1,2,2,2,3,2,4,4,1,4,2,3,2,2,2,3,1,3,1,3,2,2,4,2,3,2,3,3,4,3,2,3,2,3,1,3,MY,2,20,1,AS,east,13,0
2,4,2,1,4,2,3,1,1,3,2,1,4,1,2,3,4,2,1,3,4,2,1,4,1,4,2,2,3,1,2,3,1,4,1,1,2,4,2,2,1,2,MY,2,21,1,AS,east,10,0
3,4,1,1,2,3,2,2,4,1,3,4,2,4,1,1,2,2,2,3,1,2,1,1,2,2,2,3,2,4,2,2,2,2,2,2,1,2,2,3,3,3,MY,2,20,1,AS,east,21,1
2,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,2,1,1,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,2,3,1,MY,1,20,1,AS,east,7,0
3,2,4,2,3,3,1,2,4,2,4,2,3,4,1,2,3,4,1,3,3,2,1,3,3,4,4,3,4,2,1,1,4,2,3,2,2,2,2,3,2,4,MY,2,19,1,AS,east,16,1
3,2,2,2,3,1,1,1,3,2,2,2,2,1,3,3,2,3,1,1,1,3,3,1,2,3,1,1,1,1,3,2,1,2,2,1,1,1,1,2,1,1,MY,2,22,1,AS,east,10,0
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,MY,2,24,1,AS,east,4,0
2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,2,4,2,1,2,1,1,1,2,1,2,1,1,2,3,1,1,1,2,1,1,1,1,1,4,1,4,MY,2,22,1,AS,east,8,0
3,4,2,3,1,4,1,2,3,2,4,3,4,3,1,3,2,4,3,2,3,2,2,3,2,1,3,4,4,2,3,2,4,1,3,3,2,1,3,4,4,3,MY,2,21,1,AS,east,24,1
2,4,1,2,1,3,2,2,2,1,3,2,2,3,1,4,2,4,2,2,1,2,1,3,2,2,2,1,3,3,2,2,2,2,2,1,2,2,2,3,2,2,MY,2,18,1,AS,east,14,0
4,1,1,2,1,4,2,2,4,1,4,2,2,1,1,2,4,1,4,3,2,3,1,2,2,2,2,3,4,4,2,3,2,4,1,2,2,4,2,4,1,4,MY,2,21,1,AS,east,20,1
2,2,3,2,2,1,2,2,2,3,2,2,3,3,2,2,3,2,2,4,2,2,1,3,2,2,3,2,3,3,4,2,2,2,2,2,2,3,3,3,2,4,MY,2,18,1,AS,east,17,1
4,4,3,3,3,3,2,3,3,4,3,3,2,3,2,4,4,3,4,4,3,3,2,3,2,3,2,3,4,3,3,3,2,3,3,3,4,3,3,4,2,4,MY,2,20,1,AS,east,27,1
3,3,3,2,3,3,1,2,4,3,3,2,3,4,2,2,2,3,4,2,2,2,1,3,1,2,3,1,2,3,3,4,1,3,3,2,2,3,2,1,3,2,MY,1,20,1,AS,east,16,1
2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,MY,2,20,1,AS,east,2,0
1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,MY,2,21,1,AS,east,3,0
3,1,1,1,2,4,1,2,2,2,2,1,2,3,1,2,3,3,2,2,2,2,1,1,1,3,3,2,4,2,2,2,2,2,3,1,3,1,1,2,1,2,MY,1,23,1,AS,east,6,0
3,3,1,1,3,3,1,3,3,2,2,3,2,3,1,2,2,1,4,1,2,3,1,2,2,2,2,1,4,2,2,3,2,2,4,3,2,2,2,3,1,2,MY,2,19,1,AS,east,13,0
2,2,2,1,2,2,1,2,2,1,3,1,1,2,1,2,1,2,2,1,1,2,1,3,2,1,2,1,3,1,2,2,1,2,2,1,1,1,2,1,1,3,MY,1,19,1,AS,east,4,0
3,3,3,3,3,4,2,3,4,4,4,3,4,3,3,3,3,3,1,3,4,3,1,3,3,3,4,2,4,3,3,3,3,4,3,3,4,4,3,3,2,3,MY,1,25,1,AS,east,22,1
1,4,1,3,2,1,2,2,3,1,2,2,2,2,1,2,2,2,2,3,1,2,1,1,2,3,2,1,2,1,2,1,2,1,1,1,1,1,2,2,3,2,MY,2,20,1,AS,east,15,1
2,1,1,2,2,4,3,1,3,1,2,1,2,4,1,1,1,2,1,1,1,1,3,2,1,2,2,1,2,1,2,2,1,1,2,1,1,1,2,1,2,1,MY,2,19,1,AS,east,8,0
2,2,1,3,3,1,2,3,2,1,2,2,3,4,2,3,1,3,4,1,1,3,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,2,3,MY,2,21,1,AS,east,10,0
1,4,3,2,1,3,4,3,2,2,2,2,4,3,1,1,3,1,2,1,1,2,1,2,1,4,3,1,3,3,1,2,2,2,3,1,3,1,3,3,4,2,MY,2,19,1,AS,east,16,1
3,3,1,2,2,2,1,3,3,2,2,1,2,3,1,3,4,2,1,2,2,2,1,2,2,4,1,1,2,1,3,1,1,2,1,4,2,3,1,1,1,1,MY,1,21,1,AS,east,10,0
2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,3,2,2,3,2,MY,1,21,1,AS,east,21,1
2,4,2,2,2,2,1,4,4,2,2,4,2,2,1,2,2,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,2,MY,2,23,1,AS,east,18,1
3,1,1,1,1,2,1,1,2,2,3,1,2,3,1,2,1,1,1,1,2,3,1,1,1,1,4,2,2,3,2,3,1,3,2,1,1,2,1,2,1,3,MY,1,21,1,AS,east,5,0
2,1,2,1,2,1,1,2,3,3,2,1,2,3,1,2,2,2,2,2,1,2,1,2,1,2,2,1,1,3,3,2,2,2,2,1,2,1,1,3,1,3,PK,2,18,1,AS,east,8,0
2,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,3,2,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,3,2,2,1,1,2,2,1,1,MY,2,19,1,AS,east,6,0
3,1,4,4,4,3,1,4,4,4,4,2,4,4,1,3,4,4,1,4,4,2,1,4,1,4,2,2,4,2,3,2,4,4,1,4,4,4,2,4,2,4,EG,2,21,1,AF,other,18,1
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MY,2,20,1,AS,east,0,0
2,2,2,1,3,2,2,4,2,2,3,2,2,2,2,2,2,2,1,1,2,2,1,3,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,1,4,MY,2,21,1,AS,east,10,0
2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,MY,2,22,1,AS,east,8,0
3,1,2,1,2,3,2,2,2,4,2,2,4,3,1,2,4,3,1,2,4,3,1,2,1,4,2,2,2,1,3,2,2,3,1,2,4,4,3,3,3,3,US,2,18,1,NA,west,9,0
2,2,1,2,4,4,1,2,2,1,4,4,2,4,1,2,4,4,4,2,2,2,1,2,1,2,4,2,2,4,2,4,2,2,2,2,2,1,2,4,2,2,MY,2,19,1,AS,east,16,1
4,4,2,1,2,3,2,3,4,2,4,3,2,4,1,1,2,2,1,4,4,4,1,2,4,2,4,2,4,4,1,4,2,2,3,3,1,2,2,3,3,4,MY,2,19,1,AS,east,23,1
2,2,1,2,1,2,2,2,2,1,3,2,3,1,1,2,2,2,2,1,1,3,1,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,MY,2,22,1,AS,east,10,0
3,4,2,4,3,3,3,4,4,3,3,4,4,4,3,4,3,3,2,4,4,2,2,3,2,4,3,4,4,3,4,3,4,4,3,3,4,4,3,4,4,3,MY,2,19,1,AS,east,32,1
3,2,2,1,2,2,1,2,4,3,4,3,2,2,1,3,3,2,1,2,4,2,1,3,1,2,1,2,3,4,3,3,3,2,1,2,4,2,2,4,1,2,MY,2,20,1,AS,east,13,0
4,4,3,4,2,4,4,4,2,2,4,4,3,4,3,2,3,4,3,4,2,4,4,2,3,2,4,3,4,3,2,3,4,3,4,2,3,3,2,4,4,3,MY,2,19,1,AS,east,33,1
